Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18
roused-nipper,Surfer14@bmm,4889,344,6226,6226,676,NULL,1008920,1008920,1008920,1008925,LIMIT,BUY,1,1300,2018-08-14T01:11:18.652,2018-08-14T01:11:32.108
roused-nipper,Surfer14@bmm,4889,344,6226,6226,676,NULL,1008921,1008921,1008921,1008923,LIMIT,BUY,1,1300,2018-08-14T01:11:19.597,2018-08-14T01:11:31.191
roused-nipper,Surfer3@bmm,4878,344,6226,6226,676,NULL,1008922,1008922,1008922,1008955,LIMIT,SELL,1,1310,2018-08-14T01:11:22.822,2018-08-14T01:12:26.800
roused-nipper,Surfer14@bmm,4889,344,6226,6226,676,NULL,1008923,1008921,1008921,1008921,CANCEL,BUY,1,1300,2018-08-14T01:11:31.187,2018-08-14T01:11:31.190
roused-nipper,Surfer14@bmm,4889,344,6226,6226,676,NULL,1008924,1008921,1008921,1008924,CANCEL,BUY,1,1300,2018-08-14T01:11:31.431,2018-08-14T01:11:31.435
roused-nipper,Surfer14@bmm,4889,344,6226,6226,676,NULL,1008925,1008920,1008920,1008920,CANCEL,BUY,1,1300,2018-08-14T01:11:32.104,2018-08-14T01:11:32.108
roused-nipper,Surfer21@bmm,4896,344,6226,6226,676,NULL,1008926,1008926,1008926,1008907,LIMIT,SELL,1,1290,2018-08-14T01:11:33.944,2018-08-14T01:11:33.949
roused-nipper,Surfer14@bmm,4889,344,6226,6226,676,NULL,1008927,1008927,1008927,1008932,LIMIT,BUY,1,1290,2018-08-14T01:11:34.782,2018-08-14T01:11:40.857
roused-nipper,Surfer14@bmm,4889,344,6226,6226,676,NULL,1008928,1008928,1008928,1008933,LIMIT,BUY,1,1290,2018-08-14T01:11:35.412,2018-08-14T01:11:41.859
roused-nipper,Surfer3@bmm,4878,344,6226,6226,676,NULL,1008929,1008912,1008912,1008912,CANCEL,BUY,1,1280,2018-08-14T01:11:35.548,2018-08-14T01:11:35.552
roused-nipper,Surfer21@bmm,4896,344,6226,6226,676,NULL,1008930,1008930,1008930,1008911,LIMIT,SELL,1,1290,2018-08-14T01:11:37.367,2018-08-14T01:11:37.372
roused-nipper,Surfer3@bmm,4878,344,6226,6226,676,NULL,1008931,1008931,1008931,1008936,LIMIT,BUY,1,1290,2018-08-14T01:11:39.778,2018-08-14T01:11:45.795
roused-nipper,Surfer5@bmm,4880,344,6226,6226,676,NULL,1008932,1008932,1008932,1008927,LIMIT,SELL,1,1290,2018-08-14T01:11:40.852,2018-08-14T01:11:40.857
roused-nipper,Surfer21@bmm,4896,344,6226,6226,676,NULL,1008933,1008933,1008933,1008928,LIMIT,SELL,1,1290,2018-08-14T01:11:41.854,2018-08-14T01:11:41.858
roused-nipper,Surfer2@bmm,4877,344,6226,6226,676,NULL,1008934,1008934,1008934,NULL,LIMIT,SELL,1,1310,2018-08-14T01:11:43.411,2018-08-14T01:11:43.413
roused-nipper,Surfer16@bmm,4891,344,6226,6226,676,NULL,1008935,1008935,1008935,1009032,LIMIT,SELL,1,1300,2018-08-14T01:11:45.320,2018-08-14T01:14:28.795
roused-nipper,Surfer21@bmm,4896,344,6226,6226,676,NULL,1008936,1008936,1008936,1008931,LIMIT,SELL,1,1290,2018-08-14T01:11:45.790,2018-08-14T01:11:45.795
roused-nipper,Surfer18@bmm,4893,344,6226,6226,676,NULL,1008937,1008937,1008937,NULL,LIMIT,SELL,1,1380,2018-08-14T01:11:53.699,2018-08-14T01:11:53.701
roused-nipper,Surfer18@bmm,4893,344,6226,6226,676,NULL,1008938,1008938,1008938,NULL,LIMIT,SELL,1,1380,2018-08-14T01:11:53.933,2018-08-14T01:11:53.936
roused-nipper,Surfer18@bmm,4893,344,6226,6226,676,NULL,1008939,1008939,1008939,NULL,LIMIT,SELL,1,1380,2018-08-14T01:11:54.170,2018-08-14T01:11:54.172
roused-nipper,Surfer19@bmm,4894,344,6226,6226,676,NULL,1008940,1008940,1008940,1008892,LIMIT,SELL,1,1280,2018-08-14T01:11:58.645,2018-08-14T01:11:58.651
roused-nipper,Surfer18@bmm,4893,344,6226,6226,676,NULL,1008941,1008867,1008867,1008867,CANCEL,SELL,1,1430,2018-08-14T01:11:59.118,2018-08-14T01:11:59.122
roused-nipper,Surfer18@bmm,4893,344,6226,6226,676,NULL,1008942,1008867,1008867,1008942,CANCEL,SELL,1,1430,2018-08-14T01:11:59.274,2018-08-14T01:11:59.278
roused-nipper,Surfer18@bmm,4893,344,6226,6226,676,NULL,1008943,1008865,1008865,1008865,CANCEL,SELL,1,1430,2018-08-14T01:11:59.452,2018-08-14T01:11:59.456
roused-nipper,Surfer19@bmm,4894,344,6226,6226,676,NULL,1008944,1008944,1008944,1008904,LIMIT,SELL,1,1280,2018-08-14T01:11:59.836,2018-08-14T01:11:59.841
roused-nipper,Surfer20@bmm,4895,344,6226,6226,676,NULL,1008945,1008945,1008945,1008952,LIMIT,BUY,1,1280,2018-08-14T01:12:05.616,2018-08-14T01:12:20.681
roused-nipper,Surfer8@bmm,4883,344,6226,6226,676,NULL,1008946,1008946,1008946,1008953,LIMIT,SELL,1,1300,2018-08-14T01:12:06.448,2018-08-14T01:12:22.977
roused-nipper,Surfer6@bmm,4881,344,6226,6226,676,NULL,1008947,1008947,1008947,1008948,LIMIT,SELL,1,1290,2018-08-14T01:12:07.478,2018-08-14T01:12:11.838
roused-nipper,Surfer21@bmm,4896,344,6226,6226,676,NULL,1008948,1008948,1008948,1008947,LIMIT,BUY,1,1290,2018-08-14T01:12:11.833,2018-08-14T01:12:11.837
roused-nipper,Surfer9@bmm,4884,344,6226,6226,676,NULL,1008949,1008949,1008949,1008978,LIMIT,BUY,1,950,2018-08-14T01:12:13.913,2018-08-14T01:13:32.048
roused-nipper,Surfer6@bmm,4881,344,6226,6226,676,NULL,1008950,1008950,1008950,1008968,LIMIT,SELL,1,1290,2018-08-14T01:12:16.318,2018-08-14T01:13:03.241
roused-nipper,Surfer6@bmm,4881,344,6226,6226,676,NULL,1008951,1008884,1008884,1008884,CANCEL,SELL,1,1310,2018-08-14T01:12:19.586,2018-08-14T01:12:19.590
roused-nipper,Surfer1@bmm,4876,344,6226,6226,676,NULL,1008952,1008952,1008952,1008945,LIMIT,SELL,1,1280,2018-08-14T01:12:20.677,2018-08-14T01:12:20.681
roused-nipper,Surfer8@bmm,4883,344,6226,6226,676,NULL,1008953,1008946,1008946,1008946,CANCEL,SELL,1,1300,2018-08-14T01:12:22.973,2018-08-14T01:12:22.977
roused-nipper,Surfer8@bmm,4883,344,6226,6226,676,NULL,1008954,1008917,1008917,1008917,CANCEL,SELL,1,1310,2018-08-14T01:12:23.578,2018-08-14T01:12:23.581
roused-nipper,Surfer3@bmm,4878,344,6226,6226,676,NULL,1008955,1008922,1008922,1008922,CANCEL,SELL,1,1310,2018-08-14T01:12:26.796,2018-08-14T01:12:26.800
roused-nipper,Surfer20@bmm,4895,344,6226,6226,676,NULL,1008956,1008956,1008956,1008990,LIMIT,SELL,1,1300,2018-08-14T01:12:28.279,2018-08-14T01:13:42.837
roused-nipper,Surfer8@bmm,4883,344,6226,6226,676,NULL,1008957,1008957,1008957,1008998,LIMIT,SELL,1,1300,2018-08-14T01:12:31.831,2018-08-14T01:13:45.596
roused-nipper,Surfer5@bmm,4880,344,6226,6226,676,NULL,1008958,1008958,1008958,1009039,LIMIT,BUY,1,620,2018-08-14T01:12:32.610,2018-08-14T01:14:36.950
roused-nipper,Surfer8@bmm,4883,344,6226,6226,676,NULL,1008959,1008959,1008959,1008996,LIMIT,SELL,1,1300,2018-08-14T01:12:33.239,2018-08-14T01:13:44.575
roused-nipper,Surfer3@bmm,4878,344,6226,6226,676,NULL,1008960,1008960,1008960,1008961,LIMIT,SELL,1,1280,2018-08-14T01:12:45.981,2018-08-14T01:12:49.157
roused-nipper,Surfer3@bmm,4878,344,6226,6226,676,NULL,1008961,1008960,1008960,1008960,CANCEL,SELL,1,1280,2018-08-14T01:12:49.153,2018-08-14T01:12:49.157
roused-nipper,Surfer18@bmm,4893,344,6226,6226,676,NULL,1008962,1008962,1008962,NULL,LIMIT,SELL,1,1380,2018-08-14T01:12:52.184,2018-08-14T01:12:52.186
roused-nipper,Surfer18@bmm,4893,344,6226,6226,676,NULL,1008963,1008963,1008963,NULL,LIMIT,SELL,1,1380,2018-08-14T01:12:52.334,2018-08-14T01:12:52.336
roused-nipper,Surfer10@bmm,4885,344,6226,6226,676,NULL,1008964,1008964,1008964,1009091,LIMIT,BUY,1,980,2018-08-14T01:12:52.397,2018-08-14T01:16:12.902
roused-nipper,Surfer9@bmm,4884,344,6226,6226,676,NULL,1008965,1008965,1008965,1009080,LIMIT,SELL,1,1280,2018-08-14T01:12:52.708,2018-08-14T01:15:47.412
roused-nipper,Surfer7@bmm,4882,344,6226,6226,676,NULL,1008966,1008966,1008966,1008972,LIMIT,SELL,1,1070,2018-08-14T01:12:55.327,2018-08-14T01:13:16.354
roused-nipper,Surfer13@bmm,4888,344,6226,6226,676,NULL,1008967,1008967,1008967,NULL,LIMIT,BUY,1,980,2018-08-14T01:13:00.895,2018-08-14T01:13:00.901
roused-nipper,Surfer6@bmm,4881,344,6226,6226,676,NULL,1008968,1008950,1008950,1008950,CANCEL,SELL,1,1290,2018-08-14T01:13:03.237,2018-08-14T01:13:03.241
roused-nipper,Surfer6@bmm,4881,344,6226,6226,676,NULL,1008969,1008969,1008969,1009016,LIMIT,SELL,1,1280,2018-08-14T01:13:05.533,2018-08-14T01:14:06.153
roused-nipper,Surfer7@bmm,4882,344,6226,6226,676,NULL,1008970,1008970,1008970,1009074,LIMIT,BUY,1,1000,2018-08-14T01:13:08.314,2018-08-14T01:15:31.055
roused-nipper,Surfer6@bmm,4881,344,6226,6226,676,NULL,1008971,1008971,1008971,1008976,LIMIT,SELL,1,1280,2018-08-14T01:13:09.352,2018-08-14T01:13:29.401
roused-nipper,Surfer21@bmm,4896,344,6226,6226,676,NULL,1008972,1008972,1008972,1008966,LIMIT,BUY,1,1070,2018-08-14T01:13:16.348,2018-08-14T01:13:16.354
roused-nipper,Surfer4@bmm,4879,344,6226,6226,676,NULL,1008973,1008973,1008973,1008982,LIMIT,BUY,1,1070,2018-08-14T01:13:17.442,2018-08-14T01:13:38.648
roused-nipper,Surfer18@bmm,4893,344,6226,6226,676,NULL,1008974,1008974,1008974,1008984,LIMIT,BUY,1,1080,2018-08-14T01:13:21.587,2018-08-14T01:13:39.537
roused-nipper,Surfer2@bmm,4877,344,6226,6226,676,NULL,1008975,1008975,1008975,1008979,LIMIT,BUY,1,1150,2018-08-14T01:13:25.539,2018-08-14T01:13:34.455
roused-nipper,Surfer6@bmm,4881,344,6226,6226,676,NULL,1008976,1008971,1008971,1008971,CANCEL,SELL,1,1280,2018-08-14T01:13:29.397,2018-08-14T01:13:29.401
roused-nipper,Surfer9@bmm,4884,344,6226,6226,676,NULL,1008977,1008977,1008977,1008988,LIMIT,BUY,1,1090,2018-08-14T01:13:30.445,2018-08-14T01:13:42.302
roused-nipper,Surfer9@bmm,4884,344,6226,6226,676,NULL,1008978,1008949,1008949,1008949,CANCEL,BUY,1,950,2018-08-14T01:13:32.043,2018-08-14T01:13:32.047
roused-nipper,Surfer21@bmm,4896,344,6226,6226,676,NULL,1008979,1008979,1008979,1008975,LIMIT,SELL,1,1150,2018-08-14T01:13:34.451,2018-08-14T01:13:34.455
roused-nipper,Surfer7@bmm,4882,344,6226,6226,676,NULL,1008980,1008980,1008980,1008983,LIMIT,SELL,1,1150,2018-08-14T01:13:35.447,2018-08-14T01:13:39.220
roused-nipper,Surfer6@bmm,4881,344,6226,6226,676,NULL,1008981,1008981,1008981,1008993,LIMIT,SELL,1,1200,2018-08-14T01:13:37.508,2018-08-14T01:13:44.140
roused-nipper,Surfer4@bmm,4879,344,6226,6226,676,NULL,1008982,1008973,1008973,1008973,CANCEL,BUY,1,1070,2018-08-14T01:13:38.644,2018-08-14T01:13:38.648
roused-nipper,Surfer21@bmm,4896,344,6226,6226,676,NULL,1008983,1008983,1008983,1008980,LIMIT,BUY,1,1150,2018-08-14T01:13:39.216,2018-08-14T01:13:39.220
roused-nipper,Surfer18@bmm,4893,344,6226,6226,676,NULL,1008984,1008974,1008974,1008974,CANCEL,BUY,1,1080,2018-08-14T01:13:39.533,2018-08-14T01:13:39.537
roused-nipper,Surfer18@bmm,4893,344,6226,6226,676,NULL,1008985,1008974,1008974,1008985,CANCEL,BUY,1,1080,2018-08-14T01:13:39.689,2018-08-14T01:13:39.693
roused-nipper,Surfer14@bmm,4889,344,6226,6226,676,NULL,1008986,1008986,1008986,1008995,LIMIT,BUY,1,1090,2018-08-14T01:13:39.747,2018-08-14T01:13:44.509
roused-nipper,Surfer20@bmm,4895,344,6226,6226,676,NULL,1008987,1008987,1008987,NULL,LIMIT,SELL,1,1290,2018-08-14T01:13:40.519,2018-08-14T01:13:40.521
roused-nipper,Surfer7@bmm,4882,344,6226,6226,676,NULL,1008988,1008988,1008988,1008977,LIMIT,SELL,1,1090,2018-08-14T01:13:42.297,2018-08-14T01:13:42.301
roused-nipper,Surfer18@bmm,4893,344,6226,6226,676,NULL,1008989,1008989,1008989,1008992,LIMIT,BUY,1,1100,2018-08-14T01:13:42.800,2018-08-14T01:13:43.446
roused-nipper,Surfer20@bmm,4895,344,6226,6226,676,NULL,1008990,1008956,1008956,1008956,CANCEL,SELL,1,1300,2018-08-14T01:13:42.833,2018-08-14T01:13:42.836
roused-nipper,Surfer13@bmm,4888,344,6226,6226,676,NULL,1008991,1008991,1008991,0,LIMIT,SELL,1,1060,2018-08-14T01:13:43.439,2018-08-14T01:13:43.445
roused-nipper,Surfer13@bmm,4888,344,6226,6226,676,NULL,1008992,1008991,1008991,1008989,LIMIT,SELL,1,1100,2018-08-14T01:13:43.443,2018-08-14T01:13:43.446
roused-nipper,Surfer21@bmm,4896,344,6226,6226,676,NULL,1008993,1008993,1008993,1008981,LIMIT,BUY,1,1200,2018-08-14T01:13:44.135,2018-08-14T01:13:44.139
roused-nipper,Surfer13@bmm,4888,344,6226,6226,676,NULL,1008994,1008994,1008994,0,LIMIT,SELL,1,1060,2018-08-14T01:13:44.502,2018-08-14T01:13:44.509
roused-nipper,Surfer13@bmm,4888,344,6226,6226,676,NULL,1008995,1008994,1008994,1008986,LIMIT,SELL,1,1090,2018-08-14T01:13:44.507,2018-08-14T01:13:44.509
roused-nipper,Surfer8@bmm,4883,344,6226,6226,676,NULL,1008996,1008959,1008959,1008959,CANCEL,SELL,1,1300,2018-08-14T01:13:44.571,2018-08-14T01:13:44.575
roused-nipper,Surfer13@bmm,4888,344,6226,6226,676,NULL,1008997,1008997,1008997,1009000,LIMIT,SELL,1,1060,2018-08-14T01:13:45.357,2018-08-14T01:13:46.219
roused-nipper,Surfer8@bmm,4883,344,6226,6226,676,NULL,1008998,1008957,1008957,1008957,CANCEL,SELL,1,1300,2018-08-14T01:13:45.592,2018-08-14T01:13:45.595
roused-nipper,Surfer14@bmm,4889,344,6226,6226,676,NULL,1008999,1008999,1008999,0,LIMIT,BUY,1,1090,2018-08-14T01:13:46.212,2018-08-14T01:13:46.219
roused-nipper,Surfer14@bmm,4889,344,6226,6226,676,NULL,1009000,1008999,1008999,1008997,LIMIT,BUY,1,1060,2018-08-14T01:13:46.217,2018-08-14T01:13:46.219
roused-nipper,Surfer13@bmm,4888,344,6226,6226,676,NULL,1009001,1009001,1009001,1009003,LIMIT,SELL,1,1060,2018-08-14T01:13:46.284,2018-08-14T01:13:46.889
roused-nipper,Surfer14@bmm,4889,344,6226,6226,676,NULL,1009002,1009002,1009002,0,LIMIT,BUY,1,1090,2018-08-14T01:13:46.882,2018-08-14T01:13:46.889
roused-nipper,Surfer14@bmm,4889,344,6226,6226,676,NULL,1009003,1009002,1009002,1009001,LIMIT,BUY,1,1060,2018-08-14T01:13:46.887,2018-08-14T01:13:46.890
roused-nipper,Surfer14@bmm,4889,344,6226,6226,676,NULL,1009004,1009004,1009004,1009011,LIMIT,BUY,1,1090,2018-08-14T01:13:48.179,2018-08-14T01:13:52.882
roused-nipper,Surfer3@bmm,4878,344,6226,6226,676,NULL,1009005,1009005,1009005,1009027,LIMIT,BUY,1,1040,2018-08-14T01:13:50.770,2018-08-14T01:14:18.816
roused-nipper,Surfer8@bmm,4883,344,6226,6226,676,NULL,1009006,1009006,1009006,1009035,LIMIT,SELL,1,1300,2018-08-14T01:13:51.821,2018-08-14T01:14:34.022
roused-nipper,Surfer4@bmm,4879,344,6226,6226,676,NULL,1009007,1009007,1009007,1009010,LIMIT,BUY,1,1150,2018-08-14T01:13:52.022,2018-08-14T01:13:52.190
roused-nipper,Surfer8@bmm,4883,344,6226,6226,676,NULL,1009008,1009008,1009008,1009034,LIMIT,SELL,1,1300,2018-08-14T01:13:52.065,2018-08-14T01:14:33.333
roused-nipper,Surfer7@bmm,4882,344,6226,6226,676,NULL,1009009,1009009,1009009,0,LIMIT,SELL,1,1090,2018-08-14T01:13:52.183,2018-08-14T01:13:52.190
roused-nipper,Surfer7@bmm,4882,344,6226,6226,676,NULL,1009010,1009009,1009009,1009007,LIMIT,SELL,1,1150,2018-08-14T01:13:52.188,2018-08-14T01:13:52.190
roused-nipper,Surfer1@bmm,4876,344,6226,6226,676,NULL,1009011,1009011,1009011,1009004,LIMIT,SELL,1,1090,2018-08-14T01:13:52.877,2018-08-14T01:13:52.882
roused-nipper,Surfer16@bmm,4891,344,6226,6226,676,NULL,1009012,1009012,1009012,1009013,LIMIT,BUY,1,1250,2018-08-14T01:13:58.036,2018-08-14T01:13:59.760
roused-nipper,Surfer16@bmm,4891,344,6226,6226,676,NULL,1009013,1009012,1009012,1009012,CANCEL,BUY,1,1250,2018-08-14T01:13:59.756,2018-08-14T01:13:59.760
roused-nipper,Surfer21@bmm,4896,344,6226,6226,676,NULL,1009014,1009014,1009014,1009048,LIMIT,SELL,1,1250,2018-08-14T01:14:02.584,2018-08-14T01:14:52.391
roused-nipper,Surfer16@bmm,4891,344,6226,6226,676,NULL,1009015,1009015,1009015,1009043,LIMIT,SELL,1,1250,2018-08-14T01:14:05.227,2018-08-14T01:14:46.296
roused-nipper,Surfer6@bmm,4881,344,6226,6226,676,NULL,1009016,1008969,1008969,1008969,CANCEL,SELL,1,1280,2018-08-14T01:14:06.148,2018-08-14T01:14:06.153
roused-nipper,Surfer14@bmm,4889,344,6226,6226,676,NULL,1009017,1009017,1009017,1009020,LIMIT,SELL,1,1150,2018-08-14T01:14:07.090,2018-08-14T01:14:09.581
roused-nipper,Surfer18@bmm,4893,344,6226,6226,676,NULL,1009018,1009018,1009018,NULL,LIMIT,SELL,1,1380,2018-08-14T01:14:09.215,2018-08-14T01:14:09.217
roused-nipper,Surfer14@bmm,4889,344,6226,6226,676,NULL,1009019,1009019,1009019,1009025,LIMIT,SELL,1,1150,2018-08-14T01:14:09.226,2018-08-14T01:14:15.399
roused-nipper,Surfer4@bmm,4879,344,6226,6226,676,NULL,1009020,1009020,1009020,1009017,LIMIT,BUY,1,1150,2018-08-14T01:14:09.574,2018-08-14T01:14:09.581
roused-nipper,Surfer14@bmm,4889,344,6226,6226,676,NULL,1009021,1009021,1009021,1009030,LIMIT,SELL,1,1150,2018-08-14T01:14:10.042,2018-08-14T01:14:20.987
roused-nipper,Surfer14@bmm,4889,344,6226,6226,676,NULL,1009022,1009022,1009022,1009113,LIMIT,SELL,1,1150,2018-08-14T01:14:11.140,2018-08-14T01:16:57.109
roused-nipper,Surfer7@bmm,4882,344,6226,6226,676,NULL,1009023,1009023,1009023,NULL,LIMIT,BUY,1,1020,2018-08-14T01:14:11.287,2018-08-14T01:14:11.289
roused-nipper,Surfer14@bmm,4889,344,6226,6226,676,NULL,1009024,1009024,1009024,NULL,LIMIT,SELL,1,1150,2018-08-14T01:14:12.185,2018-08-14T01:14:12.187
roused-nipper,Surfer4@bmm,4879,344,6226,6226,676,NULL,1009025,1009025,1009025,1009019,LIMIT,BUY,1,1150,2018-08-14T01:14:15.393,2018-08-14T01:14:15.398
roused-nipper,Surfer9@bmm,4884,344,6226,6226,676,NULL,1009026,1009026,1009026,1009055,LIMIT,BUY,1,1020,2018-08-14T01:14:17.237,2018-08-14T01:15:01.236
roused-nipper,Surfer5@bmm,4880,344,6226,6226,676,NULL,1009027,1009027,1009027,1009005,LIMIT,SELL,1,1040,2018-08-14T01:14:18.811,2018-08-14T01:14:18.816
roused-nipper,Surfer14@bmm,4889,344,6226,6226,676,NULL,1009028,1009028,1009028,NULL,LIMIT,SELL,1,1150,2018-08-14T01:14:19.026,2018-08-14T01:14:19.028
